F72,F25,F65,F68,F101,F104,F105,F15-NA,F15-protected,F15-public,F22,F123,F77,F41,F126,F71-jcarman@apache.org,F71-pbenedict@apache.org,F71-britter@apache.org,F71-niallp@apache.org,F71-chas@apache.org,F71-oheger@apache.org,F71-brentworden@apache.org,F71-kinow@apache.org,F71-mcucchiara@apache.org,F71-ggregory@apache.org,F71-bayard@apache.org,F71-djones@apache.org,F71-joehni@apache.org,F71-scolebourne@apache.org,F71-mbenson@apache.org,F71-sebb@apache.org,label
0.29982964224872233,0.30506406345332515,0.16810344827586207,1.0,0.1789205111776791,0.7946040247512143,0.3078730904817861,0.0,0.0,0.0,0.5,0.6131505006840161,0.9999999999999999,1.0,0.11856998767230752,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.29982964224872233,0.30506406345332515,0.16810344827586207,1.0,0.2940766554502154,0.7946040247512143,0.24756006006006004,0.0,0.0,0.0,0.5,0.6131505006840161,0.9999999999999999,1.0,0.11856998767230752,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.29982964224872233,0.30506406345332515,0.16810344827586207,1.0,0.33077476736124334,0.7946040247512143,0.3078730904817861,0.0,0.0,0.0,0.5,0.6131505006840161,0.9999999999999999,1.0,0.11856998767230752,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.29982964224872233,0.30506406345332515,0.16810344827586207,1.0,0.3517812727999698,0.7946040247512143,0.6576576576576576,0.0,0.0,0.0,0.5,0.6131505006840161,0.8638743455497382,1.0,0.11856998767230752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.9829642248722317,0.9951189749847469,0.3017241379310345,1.0,0.2898387690136206,0.0038215670435123306,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.9999999999999999,1.0,0.1771825619186372,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.9829642248722317,0.9951189749847469,0.3017241379310345,1.0,0.32112375280240874,0.0038215670435123306,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.9999999999999999,1.0,0.1771825619186372,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.9829642248722317,0.9951189749847469,0.3017241379310345,1.0,0.19268946568692613,0.0038215670435123306,0.20120120120120116,0.0,0.0,0.0,0.5,0.5423879866566352,0.43630017452006975,1.0,0.1771825619186372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.9829642248722317,0.9951189749847469,0.3017241379310345,1.0,0.014203748443120858,0.0038215670435123306,0.22972972972972971,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.1771825619186372,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.9829642248722317,0.9951189749847469,0.3017241379310345,1.0,0.021292285075003144,0.0038215670435123306,0.7945945945945947,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.1771825619186372,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.9829642248722317,0.9951189749847469,0.3017241379310345,1.0,0.020747013026396813,0.0038215670435123306,0.5891891891891892,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.1771825619186372,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.37876206700738213,0.385600976205003,0.030172413793103446,1.0,0.2136662112234899,0.19364667060058363,0.6576576576576576,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.009750084052448727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.37876206700738213,0.385600976205003,0.030172413793103446,1.0,0.2136662112234899,0.19364667060058363,0.6576576576576576,0.0,0.0,0.0,0.5,1.0,0.9999999999999999,1.0,0.009750084052448727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.2992617830777967,0.30506406345332515,0.06465517241379311,1.0,0.4280408181689696,0.027247485867576204,1.0,0.0,0.0,0.0,0.5,1.0,0.9999999999999999,1.0,0.08853524599349993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
0.2992617830777967,0.30506406345332515,0.06465517241379311,1.0,1.0,0.027247485867576204,0.46461461461461456,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.08853524599349993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
0.3776263486655309,0.38133007931665647,0.004310344827586207,1.0,0.26443763195414616,0.3388238818371035,0.22972972972972971,0.0,0.0,0.0,1.0,0.6131505006840161,0.7521815008726004,1.0,0.006724195898240502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
0.2992617830777967,0.30506406345332515,0.043103448275862065,1.0,0.07695296883982566,0.043879986234651155,0.22972972972972971,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.04292278381710187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.025862068965517238,1.0,0.39863737209479955,0.08626807785907341,1.0,0.0,0.0,0.0,0.5,1.0,0.9999999999999999,1.0,0.013784601591393029,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.025862068965517238,1.0,0.3578429447546223,0.08626807785907341,1.0,0.0,0.0,0.0,0.5,1.0,0.9999999999999999,1.0,0.013784601591393029,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.025862068965517238,1.0,0.378240158424711,0.08626807785907341,1.0,0.0,0.0,0.0,0.5,1.0,0.9999999999999999,1.0,0.013784601591393029,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.09482758620689656,1.0,0.050080516892623925,0.011780011374472876,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.11315234798979744,0.011780011374472876,0.3030888030888031,0.0,0.0,0.0,0.5,0.5423879866566352,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.0754630830658767,0.011780011374472876,0.08108108108108107,0.0,0.0,0.0,0.5,0.5423879866566352,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.21622095002664193,0.011780011374472876,0.06467181467181467,0.0,0.0,0.0,0.5,0.5423879866566352,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.23545016682456069,0.011780011374472876,0.14414414414414412,0.0,0.0,0.0,0.5,0.5423879866566352,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.2862152991710662,0.011780011374472876,0.7945945945945947,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.2616019016697302,0.011780011374472876,0.24195624195624194,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.2477568655752287,0.011780011374472876,0.11969111969111967,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.05854137228370817,0.011780011374472876,0.22972972972972971,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.11545985400554769,0.011780011374472876,0.8532818532818532,0.0,0.0,0.0,1.0,0.14839965504120628,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.09007728783229493,0.011780011374472876,0.25675675675675674,0.0,0.0,0.0,1.0,0.14839965504120628,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.10161481791104619,0.011780011374472876,0.9459459459459459,0.0,0.0,0.0,1.0,0.14839965504120628,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.07700142040971018,0.011780011374472876,0.13513513513513511,0.0,0.0,0.0,1.0,0.14839965504120628,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.339287937533322,0.011780011374472876,0.3260135135135135,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,1.0,0.07878516194105122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.13401476433844406,0.0848078096400244,0.05172413793103448,1.0,0.16479366377996463,0.09051696502713248,0.22972972972972971,0.0,0.0,0.0,1.0,0.6131505006840161,0.0971495055264689,1.0,0.0019051888378348088,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.17241379310344826,1.0,0.31642705267187377,0.42845721568854644,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.1214838058948784,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.0,0.0,0.17241379310344826,1.0,0.43332827484402825,0.42845721568854644,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.1214838058948784,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.0,0.0,0.17241379310344826,1.0,0.3386516196247548,0.42845721568854644,0.20997920997921,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.1214838058948784,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
0.0,0.0,0.17241379310344826,1.0,0.035953017726514575,0.42845721568854644,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.28214077952297845,1.0,0.1214838058948784,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.17241379310344826,1.0,0.5142256985525154,0.42845721568854644,1.0,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.1214838058948784,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.522377199575762,0.026838220680318516,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.08991704435897895,0.026838220680318516,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
1.0,1.0,0.24137931034482757,1.0,0.5007541918149229,0.026838220680318516,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.046671028837300635,0.026838220680318516,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.06961789421615036,0.026838220680318516,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.13978234797071004,0.026838220680318516,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.9999999999999999,1.0,0.10814748403003474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.020193876477089433,0.026838220680318516,0.22972972972972971,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.10814748403003474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.5122276245043477,0.026838220680318516,0.1783783783783784,0.0,0.0,0.0,1.0,0.6131505006840161,0.9994182664339731,1.0,0.10814748403003474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.07623718230620315,0.026838220680318516,0.3837837837837838,0.0,0.0,0.0,1.0,0.6131505006840161,0.9994182664339731,1.0,0.10814748403003474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.4906046167435085,0.026838220680318516,0.1783783783783784,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.10814748403003474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.025048021076461483,0.026838220680318516,0.13097713097713098,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.10814748403003474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.07226560945217148,0.026838220680318516,0.31531531531531526,0.0,0.0,0.0,1.0,0.6131505006840161,0.6189645142524723,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.028137022185152797,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.027695736312482604,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,0.5423879866566352,0.43513670738801624,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
1.0,1.0,0.24137931034482757,1.0,0.046671028837300635,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.06961789421615036,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.08991704435897895,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
1.0,1.0,0.24137931034482757,1.0,0.13934106209803984,0.026838220680318516,1.0,0.0,0.0,0.0,0.5,0.6131505006840161,0.3624200116346713,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.13934106209803984,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,0.5423879866566352,0.3624200116346713,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.49369361785219984,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,0.5423879866566352,0.43513670738801624,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
1.0,1.0,0.24137931034482757,1.0,0.49413490372486996,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.5007541918149229,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.515316625613039,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,0.5423879866566352,0.43513670738801624,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
1.0,1.0,0.24137931034482757,1.0,0.5157579114857092,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.522377199575762,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,0.5423879866566352,0.571262361838278,1.0,0.10814748403003474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.24137931034482757,1.0,0.11242262386515847,0.026838220680318516,1.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,0.10814748403003474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,0.15086206896551724,1.0,0.055207627960334245,0.019840939459334257,0.6576576576576576,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.034629608875938585,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.15086206896551724,1.0,0.38388951932847337,0.019840939459334257,0.7432432432432432,0.0,0.0,0.0,1.0,1.0,0.5299592786503782,1.0,0.034629608875938585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.15086206896551724,1.0,0.3926543697649571,0.019840939459334257,0.7432432432432432,0.0,0.0,0.0,1.0,1.0,0.37463641652123325,1.0,0.034629608875938585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.15086206896551724,1.0,0.055207627960334245,0.019840939459334257,0.6576576576576576,0.0,0.0,0.0,0.5,1.0,0.9999999999999999,1.0,0.034629608875938585,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.05565179267839931,0.1263998187150536,0.22972972972972971,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.11274235122716575,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.09482758620689656,1.0,0.04727928774287305,0.1263998187150536,0.6576576576576576,0.0,0.0,0.0,0.5,1.0,0.9999999999999999,1.0,0.11274235122716575,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
0.403747870528109,0.4948139109212934,0.15086206896551724,1.0,0.238513227907415,0.09023384860039066,0.5891891891891892,0.0,0.0,0.0,0.5,1.0,0.9999999999999999,1.0,0.060069483357615146,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.403747870528109,0.4948139109212934,0.15086206896551724,1.0,0.37010233202683634,0.09023384860039066,0.48648648648648646,0.0,0.0,0.0,0.5,0.5423879866566352,0.9278650378126818,1.0,0.060069483357615146,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.403747870528109,0.4948139109212934,0.15086206896551724,1.0,0.4107162530513491,0.09023384860039066,0.48648648648648646,0.0,0.0,0.0,0.5,0.5423879866566352,0.9278650378126818,1.0,0.060069483357615146,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.403747870528109,0.4948139109212934,0.15086206896551724,1.0,0.4115285314718394,0.09023384860039066,0.7432432432432432,0.0,0.0,0.0,1.0,0.6131505006840161,0.9278650378126818,1.0,0.060069483357615146,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.403747870528109,0.4948139109212934,0.15086206896551724,1.0,0.2913113252392816,0.09023384860039066,0.367983367983368,0.0,0.0,0.0,1.0,1.0,0.7818499127399651,1.0,0.060069483357615146,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
0.403747870528109,0.4948139109212934,0.15086206896551724,1.0,0.09636450432162035,0.09023384860039066,0.7432432432432432,0.0,0.0,0.0,1.0,1.0,0.627108784176847,1.0,0.060069483357615146,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0
0.403747870528109,0.4948139109212934,0.15086206896551724,1.0,0.05656286171759783,0.09023384860039066,0.5331695331695332,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.060069483357615146,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.403747870528109,0.4948139109212934,0.15086206896551724,1.0,0.5366194082273388,0.09023384860039066,1.0,0.0,0.0,1.0,0.5,0.6131505006840161,0.9999999999999999,1.0,0.060069483357615146,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.403747870528109,0.4948139109212934,0.15086206896551724,1.0,0.5049405498282188,0.09023384860039066,1.0,0.0,0.0,0.0,0.5,0.6131505006840161,0.9999999999999999,1.0,0.060069483357615146,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,1.0,0.04741379310344827,1.0,0.5293876551983757,0.08586240052849708,1.0,0.0,0.0,0.0,0.5,0.5423879866566352,0.4240837696335078,1.0,0.03911240614143225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,0.04741379310344827,1.0,0.05494055495534444,0.08586240052849708,0.22972972972972971,0.0,0.0,0.0,1.0,0.6131505006840161,0.9999999999999999,1.0,0.03911240614143225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0
0.8449744463373083,0.8608907870652838,0.10344827586206896,1.0,0.09674071748479478,0.05747392764563465,1.0,0.0,0.0,0.0,0.5,0.6131505006840161,0.9999999999999999,1.0,0.061302252605625905,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0
0.8449744463373083,0.8608907870652838,0.10344827586206896,1.0,0.09239289036038116,0.05747392764563465,1.0,0.0,0.0,1.0,1.0,0.5423879866566352,0.9999999999999999,1.0,0.061302252605625905,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1
0.8449744463373083,0.8608907870652838,0.10344827586206896,1.0,0.11268275027431143,0.05747392764563465,1.0,0.0,0.0,1.0,1.0,0.5423879866566352,0.9999999999999999,1.0,0.061302252605625905,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1
